land,iso2,year,value,type,country
Niederlande,NL,2006,0.0215924662620831,Gesamtwirtschaft,Netherlands
Polen,PL,2006,0.0184222146887527,Gesamtwirtschaft,Poland
Portugal,PT,2006,0.00338111596880991,Gesamtwirtschaft,Portugal
Rumänien,RO,2006,0.0105871909595259,Gesamtwirtschaft,Romania
Slowenien,SI,2006,0.012170241117132,Gesamtwirtschaft,Slovenia
Slowakei,SK,2006,0.0104010996626647,Gesamtwirtschaft,Slovakia
Finnland,FI,2006,0.00546232170718041,Gesamtwirtschaft,Finland
Schweden,SE,2006,0.0122353984590354,Gesamtwirtschaft,Sweden
Großbritannien,UK,2006,0.0428881428632955,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2006,0.00594236712419378,Gesamtwirtschaft,Norway
Kanada,CA,2006,0.00819272215869094,Gesamtwirtschaft,Canada
Japan,JP,2006,0.0181651384784387,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2006,0.0794552255082837,Gesamtwirtschaft,United States
EU-14,EU14,2007,0.473695796832488,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2007,0.600764205679116,Gesamtwirtschaft,EU-27
Belgien,BE,2007,0.0123814799918986,Gesamtwirtschaft,Belgium
Bulgarien,BG,2007,0.00436710821467057,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2007,0.0234968103826544,Gesamtwirtschaft,Czechia
Dänemark,DK,2007,0.00713272102640298,Gesamtwirtschaft,Denmark
Deutschland,DE,2007,0.240540362346091,Gesamtwirtschaft,Germany
Estland,EE,2007,0.00094738549655307,Gesamtwirtschaft,Estonia
Irland,IE,2007,0.0056700047306646,Gesamtwirtschaft,Ireland
Griechenland,EL,2007,0.00715902168197314,Gesamtwirtschaft,Greece
Spanien,ES,2007,0.0259651319828019,Gesamtwirtschaft,Spain
Frankreich,FR,2007,0.0418674258930923,Gesamtwirtschaft,France
Kroatien,HR,2007,0.00829909366136559,Gesamtwirtschaft,Croatia
Italien,IT,2007,0.0885833825212326,Gesamtwirtschaft,Italy
Zypern,CY,2007,0.000619776667872415,Gesamtwirtschaft,Cyprus
Lettland,LV,2007,0.00117233033236322,Gesamtwirtschaft,Latvia
Litauen,LT,2007,0.00109490669407029,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2007,0.00213798600345906,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2007,0.027920785636528,Gesamtwirtschaft,Hungary
Niederlande,NL,2007,0.02055374573406,Gesamtwirtschaft,Netherlands
Polen,PL,2007,0.0197622792885356,Gesamtwirtschaft,Poland
Portugal,PT,2007,0.00339180794526576,Gesamtwirtschaft,Portugal
Rumänien,RO,2007,0.0156512728736084,Gesamtwirtschaft,Romania
Slowenien,SI,2007,0.0136947098838243,Gesamtwirtschaft,Slovenia
Slowakei,SK,2007,0.0100419497145831,Gesamtwirtschaft,Slovakia
Finnland,FI,2007,0.0056391159163364,Gesamtwirtschaft,Finland
Schweden,SE,2007,0.0126736110592092,Gesamtwirtschaft,Sweden
Großbritannien,UK,2007,0.0390455844327789,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2007,0.00676676135639629,Gesamtwirtschaft,Norway
Kanada,CA,2007,0.00814246240232734,Gesamtwirtschaft,Canada
Japan,JP,2007,0.0166758172489016,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2007,0.0788541077447315,Gesamtwirtschaft,United States
EU-14,EU14,2008,0.46210498338033,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2008,0.600840013111484,Gesamtwirtschaft,EU-27
Belgien,BE,2008,0.0141630896658625,Gesamtwirtschaft,Belgium
Bulgarien,BG,2008,0.00456720340140121,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2008,0.0263280671769391,Gesamtwirtschaft,Czechia
Dänemark,DK,2008,0.00716174811067207,Gesamtwirtschaft,Denmark
Deutschland,DE,2008,0.238213019711916,Gesamtwirtschaft,Germany
Estland,EE,2008,0.000794602368532177,Gesamtwirtschaft,Estonia
Irland,IE,2008,0.00664415602912962,Gesamtwirtschaft,Ireland
Griechenland,EL,2008,0.00712046777859542,Gesamtwirtschaft,Greece
Spanien,ES,2008,0.0223778671651753,Gesamtwirtschaft,Spain
Frankreich,FR,2008,0.0413071769605821,Gesamtwirtschaft,France
Kroatien,HR,2008,0.00831807314804311,Gesamtwirtschaft,Croatia
Italien,IT,2008,0.079594445285639,Gesamtwirtschaft,Italy
Zypern,CY,2008,0.000676888302699093,Gesamtwirtschaft,Cyprus
Lettland,LV,2008,0.00134814231039839,Gesamtwirtschaft,Latvia
Litauen,LT,2008,0.00110809775634068,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2008,0.00204740004434704,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2008,0.0297787778224524,Gesamtwirtschaft,Hungary
Niederlande,NL,2008,0.0216633926857506,Gesamtwirtschaft,Netherlands
Polen,PL,2008,0.0233314947153481,Gesamtwirtschaft,Poland
Portugal,PT,2008,0.00318679439606309,Gesamtwirtschaft,Portugal
Rumänien,RO,2008,0.0176065409507898,Gesamtwirtschaft,Romania
Slowenien,SI,2008,0.0131513863468331,Gesamtwirtschaft,Slovenia
Slowakei,SK,2008,0.011725755431377,Gesamtwirtschaft,Slovakia
Finnland,FI,2008,0.00622808949704097,Gesamtwirtschaft,Finland
Schweden,SE,2008,0.0123973360495563,Gesamtwirtschaft,Sweden
Großbritannien,UK,2008,0.0319993883998682,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2008,0.00705706373478645,Gesamtwirtschaft,Norway
Kanada,CA,2008,0.0087236548562079,Gesamtwirtschaft,Canada
Japan,JP,2008,0.016583616849734,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2008,0.0636023620495998,Gesamtwirtschaft,United States
EU-14,EU14,2009,0.465739015231801,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2009,0.596290899601922,Gesamtwirtschaft,EU-27
Belgien,BE,2009,0.0137322237615606,Gesamtwirtschaft,Belgium
Bulgarien,BG,2009,0.00438997148048458,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2009,0.0256759720234766,Gesamtwirtschaft,Czechia
Dänemark,DK,2009,0.00675659857447769,Gesamtwirtschaft,Denmark
Deutschland,DE,2009,0.245168957521365,Gesamtwirtschaft,Germany
Estland,EE,2009,0.000614208664614525,Gesamtwirtschaft,Estonia
Irland,IE,2009,0.00700417069916968,Gesamtwirtschaft,Ireland
Griechenland,EL,2009,0.00634490845738426,Gesamtwirtschaft,Greece
Spanien,ES,2009,0.0202992284747693,Gesamtwirtschaft,Spain
Frankreich,FR,2009,0.0391267543427868,Gesamtwirtschaft,France
Kroatien,HR,2009,0.00865249711630728,Gesamtwirtschaft,Croatia
Italien,IT,2009,0.0803450627969968,Gesamtwirtschaft,Italy
Zypern,CY,2009,0.000727486430929113,Gesamtwirtschaft,Cyprus
Lettland,LV,2009,0.00101649574047497,Gesamtwirtschaft,Latvia
Litauen,LT,2009,0.000953022584780852,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2009,0.00213232548381088,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2009,0.0280903373599693,Gesamtwirtschaft,Hungary
Niederlande,NL,2009,0.0242343654620943,Gesamtwirtschaft,Netherlands
Polen,PL,2009,0.0215223287395341,Gesamtwirtschaft,Poland
Portugal,PT,2009,0.00341391677748015,Gesamtwirtschaft,Portugal
Rumänien,RO,2009,0.015617907479845,Gesamtwirtschaft,Romania
Slowenien,SI,2009,0.0127129603572144,Gesamtwirtschaft,Slovenia
Slowakei,SK,2009,0.01057869639249,Gesamtwirtschaft,Slovakia
Finnland,FI,2009,0.00572690952404616,Gesamtwirtschaft,Finland
Schweden,SE,2009,0.0114535933558594,Gesamtwirtschaft,Sweden
Großbritannien,UK,2009,0.0318451516716504,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2009,0.00639927078021728,Gesamtwirtschaft,Norway
Kanada,CA,2009,0.00746777408553844,Gesamtwirtschaft,Canada
Japan,JP,2009,0.0153983353722614,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2009,0.0631915981417235,Gesamtwirtschaft,United States
EU-14,EU14,2010,0.463504745496776,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2010,0.591364402851446,Gesamtwirtschaft,EU-27
Belgien,BE,2010,0.0137580935407633,Gesamtwirtschaft,Belgium
Bulgarien,BG,2010,0.00493730620854901,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2010,0.0269628152367856,Gesamtwirtschaft,Czechia
Dänemark,DK,2010,0.00642720661304115,Gesamtwirtschaft,Denmark
Deutschland,DE,2010,0.248330648295323,Gesamtwirtschaft,Germany
Estland,EE,2010,0.000677163233888974,Gesamtwirtschaft,Estonia
Irland,IE,2010,0.00539958875422584,Gesamtwirtschaft,Ireland
Griechenland,EL,2010,0.00571301195432933,Gesamtwirtschaft,Greece
Spanien,ES,2010,0.0192896876024072,Gesamtwirtschaft,Spain
Frankreich,FR,2010,0.0426882791895101,Gesamtwirtschaft,France
Kroatien,HR,2010,0.00659987695212629,Gesamtwirtschaft,Croatia
Italien,IT,2010,0.0768057126571153,Gesamtwirtschaft,Italy
Zypern,CY,2010,0.000619647409642711,Gesamtwirtschaft,Cyprus
Lettland,LV,2010,0.000957414615100463,Gesamtwirtschaft,Latvia
Litauen,LT,2010,0.0010215186715808,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2010,0.0023784541082423,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2010,0.0270134385134741,Gesamtwirtschaft,Hungary
Niederlande,NL,2010,0.0215876163365369,Gesamtwirtschaft,Netherlands
Polen,PL,2010,0.0232424948151347,Gesamtwirtschaft,Poland
Portugal,PT,2010,0.00313886534143989,Gesamtwirtschaft,Portugal
Rumänien,RO,2010,0.0147543031575007,Gesamtwirtschaft,Romania
Slowenien,SI,2010,0.0112166678302211,Gesamtwirtschaft,Slovenia
Slowakei,SK,2010,0.00985701071066546,Gesamtwirtschaft,Slovakia
Finnland,FI,2010,0.00530928329055171,Gesamtwirtschaft,Finland
Schweden,SE,2010,0.0126782978132899,Gesamtwirtschaft,Sweden
Großbritannien,UK,2010,0.0317398635217434,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2010,0.00628619839566763,Gesamtwirtschaft,Norway
Kanada,CA,2010,0.00780378851400977,Gesamtwirtschaft,Canada
Japan,JP,2010,0.0159319054583997,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2010,0.0608779462055054,Gesamtwirtschaft,United States
EU-14,EU14,2011,0.459754915346469,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2011,0.58445823200978,Gesamtwirtschaft,EU-27
Belgien,BE,2011,0.0139558016516794,Gesamtwirtschaft,Belgium
Bulgarien,BG,2011,0.00497864767060712,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2011,0.0268224052240077,Gesamtwirtschaft,Czechia
Dänemark,DK,2011,0.00619840985242076,Gesamtwirtschaft,Denmark
Deutschland,DE,2011,0.253119578821143,Gesamtwirtschaft,Germany
Estland,EE,2011,0.000706251726301793,Gesamtwirtschaft,Estonia
Irland,IE,2011,0.00466277858166889,Gesamtwirtschaft,Ireland
Griechenland,EL,2011,0.00476692450035136,Gesamtwirtschaft,Greece
Spanien,ES,2011,0.0177938103406786,Gesamtwirtschaft,Spain
Frankreich,FR,2011,0.0429024662331346,Gesamtwirtschaft,France
Kroatien,HR,2011,0.00622353374614163,Gesamtwirtschaft,Croatia
Italien,IT,2011,0.0713207796911158,Gesamtwirtschaft,Italy
Zypern,CY,2011,0.00077368697858637,Gesamtwirtschaft,Cyprus
Lettland,LV,2011,0.000912616859961288,Gesamtwirtschaft,Latvia
Litauen,LT,2011,0.000992551064497492,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2011,0.00250265272661503,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2011,0.0246347042338385,Gesamtwirtschaft,Hungary
Niederlande,NL,2011,0.02160065720983,Gesamtwirtschaft,Netherlands
Polen,PL,2011,0.0248511825524222,Gesamtwirtschaft,Poland
Portugal,PT,2011,0.00289329132312675,Gesamtwirtschaft,Portugal
Rumänien,RO,2011,0.0136348838120052,Gesamtwirtschaft,Romania
Slowenien,SI,2011,0.0104688511771194,Gesamtwirtschaft,Slovenia
Slowakei,SK,2011,0.00970400161782181,Gesamtwirtschaft,Slovakia
Finnland,FI,2011,0.00519889638854936,Gesamtwirtschaft,Finland
Schweden,SE,2011,0.0128388680261555,Gesamtwirtschaft,Sweden
Großbritannien,UK,2011,0.0308225462760146,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2011,0.00580410876827125,Gesamtwirtschaft,Norway
Kanada,CA,2011,0.00782199193397983,Gesamtwirtschaft,Canada
Japan,JP,2011,0.0163959700072848,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2011,0.0633243292746905,Gesamtwirtschaft,United States
EU-14,EU14,2012,0.447373176540851,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2012,0.567584313752728,Gesamtwirtschaft,EU-27
Belgien,BE,2012,0.0134053714263754,Gesamtwirtschaft,Belgium
Bulgarien,BG,2012,0.00503696993659126,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2012,0.0253985158703028,Gesamtwirtschaft,Czechia
Dänemark,DK,2012,0.00631618420774023,Gesamtwirtschaft,Denmark
Deutschland,DE,2012,0.2489204896331,Gesamtwirtschaft,Germany
Estland,EE,2012,0.000765112275720114,Gesamtwirtschaft,Estonia
Irland,IE,2012,0.00456147306937248,Gesamtwirtschaft,Ireland
Griechenland,EL,2012,0.00437938311028556,Gesamtwirtschaft,Greece
Spanien,ES,2012,0.0164214579021517,Gesamtwirtschaft,Spain
Frankreich,FR,2012,0.042425012275383,Gesamtwirtschaft,France
Kroatien,HR,2012,0.00589888489734341,Gesamtwirtschaft,Croatia
Italien,IT,2012,0.0663129002947028,Gesamtwirtschaft,Italy
Zypern,CY,2012,0.000897292999737735,Gesamtwirtschaft,Cyprus
Lettland,LV,2012,0.000876093074388853,Gesamtwirtschaft,Latvia
Litauen,LT,2012,0.000971186683714436,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2012,0.00251585448094224,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2012,0.023500961656062,Gesamtwirtschaft,Hungary
Niederlande,NL,2012,0.021872496551626,Gesamtwirtschaft,Netherlands
Polen,PL,2012,0.0236530285990995,Gesamtwirtschaft,Poland
Portugal,PT,2012,0.00258197558000315,Gesamtwirtschaft,Portugal
Rumänien,RO,2012,0.0135040118449375,Gesamtwirtschaft,Romania
Slowenien,SI,2012,0.00977511814830945,Gesamtwirtschaft,Slovenia
Slowakei,SK,2012,0.00993396122566991,Gesamtwirtschaft,Slovakia
Finnland,FI,2012,0.00498453746315699,Gesamtwirtschaft,Finland
Schweden,SE,2012,0.0126760405460116,Gesamtwirtschaft,Sweden
Großbritannien,UK,2012,0.0287088976906652,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2012,0.0066920066435835,Gesamtwirtschaft,Norway
Kanada,CA,2012,0.00817721005716647,Gesamtwirtschaft,Canada
Japan,JP,2012,0.0166857416133718,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2012,0.0650246527022091,Gesamtwirtschaft,United States
EU-14,EU14,2013,0.450619063645268,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2013,0.574142235693115,Gesamtwirtschaft,EU-27
Belgien,BE,2013,0.0132950164853227,Gesamtwirtschaft,Belgium
Bulgarien,BG,2013,0.00446762963215586,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2013,0.0230017544386116,Gesamtwirtschaft,Czechia
Dänemark,DK,2013,0.0062479368456566,Gesamtwirtschaft,Denmark
Deutschland,DE,2013,0.250524564060676,Gesamtwirtschaft,Germany
Estland,EE,2013,0.000783270928016386,Gesamtwirtschaft,Estonia
Irland,IE,2013,0.00488347269827695,Gesamtwirtschaft,Ireland
Griechenland,EL,2013,0.0042279120453061,Gesamtwirtschaft,Greece
Spanien,ES,2013,0.0159044873137461,Gesamtwirtschaft,Spain
Frankreich,FR,2013,0.0433403575937617,Gesamtwirtschaft,France
Kroatien,HR,2013,0.0084232855867374,Gesamtwirtschaft,Croatia
Italien,IT,2013,0.0661343138311227,Gesamtwirtschaft,Italy
Zypern,CY,2013,0.000948576950821319,Gesamtwirtschaft,Cyprus
Lettland,LV,2013,0.0009097337944918,Gesamtwirtschaft,Latvia
Litauen,LT,2013,0.00111180065066433,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2013,0.00275467118833592,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2013,0.0243036203546185,Gesamtwirtschaft,Hungary
Niederlande,NL,2013,0.0227663087694713,Gesamtwirtschaft,Netherlands
Polen,PL,2013,0.0245176627167972,Gesamtwirtschaft,Poland
Portugal,PT,2013,0.00272863984812484,Gesamtwirtschaft,Portugal
Rumänien,RO,2013,0.0139582256841149,Gesamtwirtschaft,Romania
Slowenien,SI,2013,0.0102324774703957,Gesamtwirtschaft,Slovenia
Slowakei,SK,2013,0.0108651338404216,Gesamtwirtschaft,Slovakia
Finnland,FI,2013,0.00481021950803776,Gesamtwirtschaft,Finland
Schweden,SE,2013,0.0130011634574292,Gesamtwirtschaft,Sweden
Großbritannien,UK,2013,0.0307473388420964,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2013,0.00686958289797786,Gesamtwirtschaft,Norway
Kanada,CA,2013,0.00816335336399045,Gesamtwirtschaft,Canada
Japan,JP,2013,0.0141994588588258,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2013,0.0635824251624614,Gesamtwirtschaft,United States
EU-14,EU14,2014,0.445818995957802,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2014,0.571524902309451,Gesamtwirtschaft,EU-27
Belgien,BE,2014,0.013422853908326,Gesamtwirtschaft,Belgium
Bulgarien,BG,2014,0.00474445160547017,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2014,0.0227757566705834,Gesamtwirtschaft,Czechia
Dänemark,DK,2014,0.00626083813957381,Gesamtwirtschaft,Denmark
Deutschland,DE,2014,0.248060983184155,Gesamtwirtschaft,Germany
Estland,EE,2014,0.000773221799462933,Gesamtwirtschaft,Estonia
Irland,IE,2014,0.00506778861117002,Gesamtwirtschaft,Ireland
Griechenland,EL,2014,0.00428613493721713,Gesamtwirtschaft,Greece
Spanien,ES,2014,0.0159138939558355,Gesamtwirtschaft,Spain
Frankreich,FR,2014,0.0434848901317072,Gesamtwirtschaft,France
Kroatien,HR,2014,0.00807016582299936,Gesamtwirtschaft,Croatia
Italien,IT,2014,0.0633694334370694,Gesamtwirtschaft,Italy
Zypern,CY,2014,0.00109449596704264,Gesamtwirtschaft,Cyprus
Lettland,LV,2014,0.000883063435438648,Gesamtwirtschaft,Latvia
Litauen,LT,2014,0.0011029954554347,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2014,0.00281000390622973,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2014,0.0255500835156862,Gesamtwirtschaft,Hungary
Niederlande,NL,2014,0.0226387378722894,Gesamtwirtschaft,Netherlands
Polen,PL,2014,0.0255780679703327,Gesamtwirtschaft,Poland
Portugal,PT,2014,0.00275177077576844,Gesamtwirtschaft,Portugal
Rumänien,RO,2014,0.0141042438005969,Gesamtwirtschaft,Romania
Slowenien,SI,2014,0.0097786850924989,Gesamtwirtschaft,Slovenia
Slowakei,SK,2014,0.0112506752161018,Gesamtwirtschaft,Slovakia
Finnland,FI,2014,0.00458220864882136,Gesamtwirtschaft,Finland
Schweden,SE,2014,0.0131694584496394,Gesamtwirtschaft,Sweden
Großbritannien,UK,2014,0.033424354192615,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2014,0.00618066104067665,Gesamtwirtschaft,Norway
Kanada,CA,2014,0.0079799493414079,Gesamtwirtschaft,Canada
Japan,JP,2014,0.0146052268668555,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2014,0.065851455081813,Gesamtwirtschaft,United States
EU-14,EU14,2015,0.44011678874713,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2015,0.566733992418998,Gesamtwirtschaft,EU-27
Belgien,BE,2015,0.0124941033488963,Gesamtwirtschaft,Belgium
Bulgarien,BG,2015,0.00439342095866954,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2015,0.0230264792316352,Gesamtwirtschaft,Czechia
Dänemark,DK,2015,0.00615568784535109,Gesamtwirtschaft,Denmark
Deutschland,DE,2015,0.242781275464671,Gesamtwirtschaft,Germany
Estland,EE,2015,0.000690712274606921,Gesamtwirtschaft,Estonia
Irland,IE,2015,0.00632473252611954,Gesamtwirtschaft,Ireland
Griechenland,EL,2015,0.00400343315230473,Gesamtwirtschaft,Greece
Spanien,ES,2015,0.0165946871022405,Gesamtwirtschaft,Spain
Frankreich,FR,2015,0.0405176628246833,Gesamtwirtschaft,France
Kroatien,HR,2015,0.00865062076058157,Gesamtwirtschaft,Croatia
Italien,IT,2015,0.0629280170112002,Gesamtwirtschaft,Italy
Zypern,CY,2015,0.000999845914098658,Gesamtwirtschaft,Cyprus
Lettland,LV,2015,0.000824467759918548,Gesamtwirtschaft,Latvia
Litauen,LT,2015,0.00133603536624132,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2015,0.00280238029449365,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2015,0.0248710125475338,Gesamtwirtschaft,Hungary
Niederlande,NL,2015,0.0251502928004991,Gesamtwirtschaft,Netherlands
Polen,PL,2015,0.0259815204150752,Gesamtwirtschaft,Poland
Portugal,PT,2015,0.00266866152080456,Gesamtwirtschaft,Portugal
Rumänien,RO,2015,0.0146825639961106,Gesamtwirtschaft,Romania
Slowenien,SI,2015,0.00958952758013067,Gesamtwirtschaft,Slovenia
Slowakei,SK,2015,0.011570996867266,Gesamtwirtschaft,Slovakia
Finnland,FI,2015,0.00509579102842677,Gesamtwirtschaft,Finland
Schweden,SE,2015,0.0126000638274395,Gesamtwirtschaft,Sweden
Großbritannien,UK,2015,0.0344314914107665,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2015,0.00524980343434868,Gesamtwirtschaft,Norway
Kanada,CA,2015,0.00835774207510026,Gesamtwirtschaft,Canada
Japan,JP,2015,0.0144869301881474,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2015,0.0784966714470613,Gesamtwirtschaft,United States
EU-14,EU14,2016,0.445692921549739,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2016,0.572743393459471,Gesamtwirtschaft,EU-27
Belgien,BE,2016,0.0124937431326232,Gesamtwirtschaft,Belgium
Bulgarien,BG,2016,0.00431006296460861,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2016,0.0227750802520635,Gesamtwirtschaft,Czechia
Dänemark,DK,2016,0.00617875432656131,Gesamtwirtschaft,Denmark
Deutschland,DE,2016,0.246343622229929,Gesamtwirtschaft,Germany
Estland,EE,2016,0.000759724732789332,Gesamtwirtschaft,Estonia
Irland,IE,2016,0.00662777252397014,Gesamtwirtschaft,Ireland
Griechenland,EL,2016,0.00394409571873987,Gesamtwirtschaft,Greece
Spanien,ES,2016,0.0175938086535418,Gesamtwirtschaft,Spain
Frankreich,FR,2016,0.0407058437816204,Gesamtwirtschaft,France
Kroatien,HR,2016,0.00772987861666405,Gesamtwirtschaft,Croatia
Italien,IT,2016,0.0639386228146829,Gesamtwirtschaft,Italy
Zypern,CY,2016,0.00153635870196293,Gesamtwirtschaft,Cyprus
Lettland,LV,2016,0.000719493136831993,Gesamtwirtschaft,Latvia
Litauen,LT,2016,0.00122854937911298,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2016,0.00290987758723204,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2016,0.025505086936433,Gesamtwirtschaft,Hungary
Niederlande,NL,2016,0.0243003230678647,Gesamtwirtschaft,Netherlands
Polen,PL,2016,0.0252239645529514,Gesamtwirtschaft,Poland
Portugal,PT,2016,0.00279369871397805,Gesamtwirtschaft,Portugal
Rumänien,RO,2016,0.0146765711418058,Gesamtwirtschaft,Romania
Slowenien,SI,2016,0.00950819607534819,Gesamtwirtschaft,Slovenia
Slowakei,SK,2016,0.0130775054191608,Gesamtwirtschaft,Slovakia
Finnland,FI,2016,0.00512430952272014,Gesamtwirtschaft,Finland
Schweden,SE,2016,0.0127384494762752,Gesamtwirtschaft,Sweden
Großbritannien,UK,2016,0.0327408220392753,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2016,0.00502033245994656,Gesamtwirtschaft,Norway
Kanada,CA,2016,0.00809961404928129,Gesamtwirtschaft,Canada
Japan,JP,2016,0.0155389766827869,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2016,0.0768511699016294,Gesamtwirtschaft,United States
EU-14,EU14,2017,0.448681198032115,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2017,0.576828637417145,Gesamtwirtschaft,EU-27
Belgien,BE,2017,0.0127658530087407,Gesamtwirtschaft,Belgium
Bulgarien,BG,2017,0.00417768840169533,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2017,0.0230757783619847,Gesamtwirtschaft,Czechia
Dänemark,DK,2017,0.00588166993021734,Gesamtwirtschaft,Denmark
Deutschland,DE,2017,0.24587282757741,Gesamtwirtschaft,Germany
Estland,EE,2017,0.000822469848975272,Gesamtwirtschaft,Estonia
Irland,IE,2017,0.00705490586248033,Gesamtwirtschaft,Ireland
Griechenland,EL,2017,0.00363922427287957,Gesamtwirtschaft,Greece
Spanien,ES,2017,0.0167477057268061,Gesamtwirtschaft,Spain
Frankreich,FR,2017,0.0418536549039411,Gesamtwirtschaft,France
Kroatien,HR,2017,0.00771198586654113,Gesamtwirtschaft,Croatia
Italien,IT,2017,0.0656294491890008,Gesamtwirtschaft,Italy
Zypern,CY,2017,0.00108516864902516,Gesamtwirtschaft,Cyprus
Lettland,LV,2017,0.000702521139375091,Gesamtwirtschaft,Latvia
Litauen,LT,2017,0.00131837509445862,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2017,0.00322591651948421,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2017,0.0256274211158712,Gesamtwirtschaft,Hungary
Niederlande,NL,2017,0.0248317402046546,Gesamtwirtschaft,Netherlands
Polen,PL,2017,0.0255180193122321,Gesamtwirtschaft,Poland
Portugal,PT,2017,0.00302877052956073,Gesamtwirtschaft,Portugal
Rumänien,RO,2017,0.014931629587868,Gesamtwirtschaft,Romania
Slowenien,SI,2017,0.00986727754666918,Gesamtwirtschaft,Slovenia
Slowakei,SK,2017,0.0133091044603339,Gesamtwirtschaft,Slovakia
Finnland,FI,2017,0.00509214826002296,Gesamtwirtschaft,Finland
Schweden,SE,2017,0.0130573320469169,Gesamtwirtschaft,Sweden
Großbritannien,UK,2017,0.0294179058451082,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2017,0.00509629808686974,Gesamtwirtschaft,Norway
Kanada,CA,2017,0.00816105675055486,Gesamtwirtschaft,Canada
Japan,JP,2017,0.014315507831871,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2017,0.0742379430352207,Gesamtwirtschaft,United States
EU-14,EU14,2018,0.444674670087296,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2018,0.580602393371939,Gesamtwirtschaft,EU-27
Belgien,BE,2018,0.0127348515833788,Gesamtwirtschaft,Belgium
Bulgarien,BG,2018,0.00410593456929952,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2018,0.0262179767014544,Gesamtwirtschaft,Czechia
Dänemark,DK,2018,0.00586178057545521,Gesamtwirtschaft,Denmark
Deutschland,DE,2018,0.240009472058327,Gesamtwirtschaft,Germany
